drivername,championshipposition,yearofseason,points,totalwins,podiums,pointsfinishes,numberofraces,polepositions,dnsdnfdsq,promotedf2,promotedf1,team,constructorsstandings,nationality,rev_championship_pos,pole_rate,podium_rate,points_per_race,dnf_rate,win_rate,rev_const_champ,points_finish_rate,driver_id,post_formalization,z_rev,z_points,z_pole,perf_index
Rafael Câmara,1,2025,166,1,2,9,19,5,3,1,0,Trident,2,Brazil,-1,.2631579,.10526316,8.7368422,.15789473,.052631579,-2,.47368422,121,1,1.6541409,.55846971,5.9606309,8.1732416
Nikola Tsolov,2,2025,124,1,5,11,18,3,2,1,0,Campos Racing,1,Bulgaria,-2,.16666667,.27777779,6.8888888,.11111111,.055555556,-1,.6111111,107,1,1.5556436,1.0360357,3.6394846,6.231164
Mari Boya,3,2025,116,1,3,11,19,0,1,1,0,Campos Racing,1,Spain,-3,0,.15789473,6.1052632,.052631579,.052631579,-1,.57894737,92,1,1.4571462,.92426497,-.36976811,2.0116429
Tim Tramnitz,4,2025,94,1,3,11,18,0,1,0,0,MP Motorsport,3,Germany,-4,0,.16666667,5.2222223,.055555556,.055555556,-3,.6111111,143,1,1.3586488,1.0360357,-.36976811,2.0249164
Martinius Stenshorne,5,2025,89,1,3,8,19,0,1,1,0,Hitech TGR,8,Norway,-5,0,.15789473,4.6842103,.052631579,.052631579,-8,.42105263,93,1,1.2601513,.37557209,-.36976811,1.2659552
Noah Strømsted,6,2025,84,0,1,7,19,0,3,0,0,Trident,2,Denmark,-6,0,.052631579,4.4210525,.15789473,0,-2,.36842105,108,1,1.1616539,.19267441,-.36976811,.98456019
Tasanapol Inthraphuvasak,7,2025,74,2,2,8,19,0,0,1,0,Campos Racing,1,Thailand,-7,0,.10526316,3.8947368,0,.10526316,-1,.42105263,137,1,1.0631565,.37557209,-.36976811,1.0689604
Théophile Naël,8,2025,72,0,3,8,19,0,2,0,0,Van Amersfoort Racing,5,France,-8,0,.15789473,3.7894738,.10526316,0,-5,.42105263,141,1,.96465909,.37557209,-.36976811,.97046304
Tuukka Taponen,9,2025,67,0,3,8,19,0,2,0,0,ART Grand Prix,4,Finland,-9,0,.15789473,3.5263157,.10526316,0,-4,.42105263,145,1,.86616164,.37557209,-.36976811,.87196565
Alessandro Giusti,10,2025,67,0,2,12,19,0,1,0,0,MP Motorsport,3,France,-10,0,.10526316,3.5263157,.052631579,0,-3,.63157892,2,1,.76766425,1.1071625,-.36976811,1.5050586
Roman Bilinski,11,2025,65,1,3,9,19,0,2,1,0,Rodin Motorsport,6,Poland,-11,0,.15789473,3.4210527,.10526316,.052631579,-6,.47368422,129,1,.6691668,.55846971,-.36976811,.85786843
Laurens van Hoepen,12,2025,60,0,2,8,18,0,2,1,0,ART Grand Prix,4,Netherlands,-12,0,.11111111,3.3333333,.11111111,0,-4,.44444445,80,1,.57066941,.45685992,-.36976811,.65776122
Charlie Wurz,13,2025,53,0,2,8,19,0,5,0,0,Trident,2,Austria,-13,0,.10526316,2.7894738,.2631579,0,-2,.42105263,25,1,.47217199,.37557209,-.36976811,.47797596
Callum Voisin,14,2025,52,0,1,9,19,0,1,0,0,Rodin Motorsport,6,United Kingdom,-14,0,.052631579,2.7368422,.052631579,0,-6,.47368422,22,1,.37367457,.55846971,-.36976811,.56237614
Santiago Ramos,15,2025,48,2,2,3,17,0,4,0,0,Van Amersfoort Racing,5,Mexico,-15,0,.11764706,2.8235295,.23529412,.11764706,-5,.17647059,132,1,.27517715,-.47436398,-.36976811,-.56895494
Ugo Ugochukwu,16,2025,43,0,1,6,19,0,3,0,0,Prema Racing,7,United States,-16,0,.052631579,2.2631578,.15789473,0,-7,.31578946,146,1,.17667975,.0097767562,-.36976811,-.18331161
Noel León,17,2025,36,0,2,7,19,0,4,1,0,Prema Racing,7,Mexico,-17,0,.10526316,1.8947369,.21052632,0,-7,.36842105,109,1,.078182325,.19267441,-.36976811,-.098911375
James Wharton,18,2025,25,1,1,4,19,0,2,0,0,ART Grand Prix,4,Australia,-18,0,.052631579,1.3157895,.10526316,.052631579,-4,.21052632,65,1,-.020315092,-.35601845,-.36976811,-.74610168
Ivan Domingues,19,2025,18,1,1,2,19,0,6,0,0,Van Amersfoort Racing,5,Portugal,-19,0,.052631579,.94736844,.31578946,.052631579,-5,.10526316,60,1,-.11881251,-.72181374,-.36976811,-1.2103944
Brad Benavides,20,2025,18,0,0,2,15,2,5,0,0,AIX Racing,9,United States,-20,.13333334,0,1.2,.33333334,0,-9,.13333334,17,1,-.21730992,-.62426829,2.8376341,1.9960558
Nikita Bedrin,21,2025,17,0,0,2,2,0,0,0,0,AIX Racing,9,Italy,-21,0,0,8.5,0,0,-9,1,104,1,-.31580734,2.3874459,-.36976811,1.7018704
Christian Ho,22,2025,17,0,0,4,19,0,2,0,0,DAMS Lucas Oil,10,Singapore,-22,0,0,.89473683,.10526316,0,-10,.21052632,26,1,-.41430476,-.35601845,-.36976811,-1.1400913
Bruno del Pino,23,2025,16,0,1,4,18,0,1,0,0,MP Motorsport,3,Spain,-23,0,.055555556,.8888889,.055555556,0,-3,.22222222,19,1,-.51280218,-.31537455,-.36976811,-1.1979449
Matías Zagazeta,24,2025,13,0,0,2,19,0,3,0,0,DAMS Lucas Oil,10,Peru,-24,0,0,.68421054,.15789473,0,-10,.10526316,95,1,-.61129957,-.72181374,-.36976811,-1.7028815
Brando Badoer,25,2025,13,0,0,3,19,0,4,0,0,Prema Racing,7,Italy,-25,0,0,.68421054,.21052632,0,-7,.15789473,18,1,-.70979702,-.53891611,-.36976811,-1.6184813
Louis Sharp,26,2025,11,0,0,3,19,0,3,0,0,Rodin Motorsport,6,New Zealand,-26,0,0,.57894737,.15789473,0,-6,.15789473,87,1,-.80829442,-.53891611,-.36976811,-1.7169787
Freddie Slater,27,2025,10,0,0,0,3,0,1,0,0,Hitech TGR,8,United Kingdom,-27,0,0,3.3333333,.33333334,0,-8,0,48,1,-.90679187,-1.0876089,-.36976811,-2.3641689
James Hedley,28,2025,7,0,0,1,11,0,2,0,0,Van Amersfoort Racing,5,United Kingdom,-28,0,0,.63636363,.18181819,0,-5,.090909094,64,1,-1.0052893,-.7716949,-.36976811,-2.1467524
Gerrard Xie,29,2025,1,0,0,1,19,0,2,0,0,Hitech TGR,8,China,-29,0,0,.052631579,.10526316,0,-8,.052631579,52,1,-1.1037867,-.90471137,-.36976811,-2.3782661
Joshua Dufek,30,2025,0,0,0,0,8,0,1,0,0,Hitech TGR,8,Austria,-30,0,0,0,.125,0,-8,0,72,1,-1.2022841,-1.0876089,-.36976811,-2.6596611
Jesse Carrasquedo Jr.,31,2025,0,0,0,0,4,0,0,0,0,Hitech TGR,8,Mexico,-31,0,0,0,0,0,-8,0,68,1,-1.3007815,-1.0876089,-.36976811,-2.7581584
Nikita Johnson,32,2025,0,0,0,0,8,0,0,0,0,Hitech TGR,8,United States,-32,0,0,0,0,0,-8,0,105,1,-1.3992789,-1.0876089,-.36976811,-2.8566558
Nicola Lacorte,33,2025,0,0,0,0,17,0,5,0,0,DAMS Lucas Oil,10,Italy,-33,0,0,0,.29411766,0,-10,0,102,1,-1.4977764,-1.0876089,-.36976811,-2.9551535
Javier Sagrera,34,2025,0,0,0,0,4,0,1,0,0,AIX Racing,9,Spain,-34,0,0,0,.25,0,-9,0,66,1,-1.5962738,-1.0876089,-.36976811,-3.0536509
Fernando Barrichello,35,2025,0,0,0,0,2,0,1,0,0,AIX Racing,9,Brazil,-35,0,0,0,.5,0,-9,0,43,1,-1.6947712,-1.0876089,-.36976811,-3.1521482
Nicola Marinangeli,36,2025,0,0,0,0,19,0,3,0,0,AIX Racing,9,Italy,-36,0,0,0,.15789473,0,-9,0,103,1,-1.7932686,-1.0876089,-.36976811,-3.2506456
José Garfias,37,2025,0,0,0,0,2,0,2,0,0,AIX Racing,9,Mexico,-37,0,0,0,1,0,-9,0,73,1,-1.891766,-1.0876089,-.36976811,-3.349143
Leonardo Fornaroli,1,2024,153,0,7,15,20,2,0,1,0,Trident,2,Italy,-1,.1,.34999999,7.6500001,0,0,-2,.75,81,1,1.6541409,1.5186822,2.0357835,5.2086067
Gabriele Minì,2,2024,130,1,4,12,19,1,2,1,0,Prema Racing,1,Italy,-2,.052631579,.21052632,6.8421054,.10526316,.052631579,-1,.63157892,51,1,1.5556436,1.1071625,.89631164,3.5591178
Luke Browning,3,2024,128,2,2,9,20,2,1,1,0,Hitech Pulse-Eight,5,United Kingdom,-3,.1,.1,6.4000001,.050000001,.1,-5,.44999999,89,1,1.4571462,.47616571,2.0357835,3.9690955
Arvid Lindblad,4,2024,113,3,4,10,20,0,4,1,0,Prema Racing,1,United Kingdom,-4,0,.2,5.6500001,.2,.15000001,-1,.5,12,1,1.3586488,.6499185,-.36976811,1.6387992
Christian Mansell,5,2024,112,0,5,9,20,1,1,0,0,ART Grand Prix,3,Australia,-5,.050000001,.25,5.5999999,.050000001,0,-3,.44999999,28,1,1.2601513,.47616571,.83300769,2.5693247
Dino Beganovic,6,2024,109,1,3,11,20,1,0,1,0,Prema Racing,1,Sweden,-6,.050000001,.15000001,5.4499998,0,.050000001,-1,.55000001,36,1,1.1616539,.82367128,.83300769,2.8183329
Oliver Goethe,7,2024,94,0,1,13,18,0,1,1,0,Campos Racing,4,Germany,-7,0,.055555556,5.2222223,.055555556,0,-4,.72222221,111,1,1.0631565,1.4221529,-.36976811,2.1155412
Sami Meguetounif,8,2024,84,2,2,9,20,0,4,1,0,Trident,2,France,-8,0,.1,4.1999998,.2,.1,-2,.44999999,131,1,.96465909,.47616571,-.36976811,1.0710567
Tim Tramnitz,9,2024,81,1,4,12,20,0,0,0,0,MP Motorsport,6,Germany,-9,0,.2,4.0500002,0,.050000001,-6,.60000002,143,1,.86616164,.99742407,-.36976811,1.4938176
Noel León,10,2024,79,0,3,10,20,0,2,0,0,Van Amersfoort Racing,7,Mexico,-10,0,.15000001,3.95,.1,0,-7,.5,109,1,.76766425,.6499185,-.36976811,1.0478146
Nikola Tsolov,11,2024,75,2,2,6,18,0,0,0,0,ART Grand Prix,3,Bulgaria,-11,0,.11111111,4.1666665,0,.11111111,-3,.33333334,107,1,.6691668,.070742711,-.36976811,.37014139
Callum Voisin,12,2024,67,0,1,5,20,1,3,0,0,Rodin Motorsport,8,United Kingdom,-12,.050000001,.050000001,3.3499999,.15000001,0,-8,.25,22,1,.57066941,-.21884523,.83300769,1.1848319
Laurens van Hoepen,13,2024,58,0,2,9,19,1,3,0,0,ART Grand Prix,3,Netherlands,-13,.052631579,.10526316,3.0526316,.15789473,0,-3,.47368422,80,1,.47217199,.55846971,.89631164,1.9269533
Alex Dunne,14,2024,50,0,2,9,20,0,2,1,0,MP Motorsport,6,Republic of Ireland,-14,0,.1,2.5,.1,0,-6,.44999999,4,1,.37367457,.47616571,-.36976811,.48007217
Mari Boya,15,2024,45,1,1,8,20,0,3,0,0,Campos Racing,4,Spain,-15,0,.050000001,2.25,.15000001,.050000001,-4,.40000001,92,1,.27517715,.30241302,-.36976811,.20782205
Santiago Ramos,16,2024,44,0,1,8,20,1,0,0,0,Trident,2,Mexico,-16,.050000001,.050000001,2.2,0,0,-2,.40000001,132,1,.17667975,.30241302,.83300769,1.3121004
Sebastián Montoya,17,2024,40,0,1,6,20,0,4,1,0,Campos Racing,4,Colombia,-17,0,.050000001,2,.2,0,-4,.30000001,134,1,.078182325,-.045092449,-.36976811,-.33667824
Martinius Stenshorne,18,2024,38,1,2,4,18,0,1,0,0,Hitech Pulse-Eight,5,Norway,-18,0,.11111111,2.1111112,.055555556,.055555556,-5,.22222222,93,1,-.020315092,-.31537455,-.36976811,-.70545775
Nikita Bedrin,19,2024,25,0,0,4,20,0,5,0,0,PHM AIX Racing (1â€“2)  AIX Racing (3â€“10),9,Italy,-19,0,0,1.25,.25,0,-9,.2,104,1,-.11881251,-.39259797,-.36976811,-.88117862
Tommy Smith,20,2024,12,0,0,1,20,0,1,0,0,Van Amersfoort Racing,7,Australia,-20,0,0,.60000002,.050000001,0,-7,.050000001,144,1,-.21730992,-.91385627,-.36976811,-1.5009344
Max Esterson,21,2024,11,0,0,2,20,0,4,1,0,Jenzer Motorsport,10,United States,-21,0,0,.55000001,.2,0,-10,.1,96,1,-.31580734,-.74010348,-.36976811,-1.425679
Charlie Wurz,22,2024,10,0,0,1,20,0,5,0,0,Jenzer Motorsport,10,Austria,-22,0,0,.5,.25,0,-10,.050000001,25,1,-.41430476,-.91385627,-.36976811,-1.6979291
Piotr Wi?nicki,23,2024,10,0,0,1,20,0,2,0,0,Rodin Motorsport,8,Poland,-23,0,0,.5,.1,0,-8,.050000001,120,1,-.51280218,-.91385627,-.36976811,-1.7964265
Tasanapol Inthraphuvasak,24,2024,9,0,1,1,20,0,3,0,0,PHM AIX Racing (1â€“2)  AIX Racing (3â€“10),9,Thailand,-24,0,.050000001,.44999999,.15000001,0,-9,.050000001,137,1,-.61129957,-.91385627,-.36976811,-1.8949239
Matías Zagazeta,25,2024,8,0,1,1,18,0,4,0,0,Jenzer Motorsport,10,Peru,-25,0,.055555556,.44444445,.22222222,0,-10,.055555556,95,1,-.70979702,-.89455038,-.36976811,-1.9741155
Joseph Loake,26,2024,8,0,0,2,20,0,1,0,0,Rodin Motorsport,8,United Kingdom,-26,0,0,.40000001,.050000001,0,-8,.1,71,1,-.80829442,-.74010348,-.36976811,-1.918166
Kacper Sztuka,27,2024,6,0,0,1,20,0,3,0,0,MP Motorsport,6,Poland,-27,0,0,.30000001,.15000001,0,-6,.050000001,76,1,-.90679187,-.91385627,-.36976811,-2.1904163
Joshua Dufek,28,2024,1,0,0,1,20,0,4,0,0,PHM AIX Racing (1â€“2)  AIX Racing (3â€“10),9,Austria,-28,0,0,.050000001,.2,0,-9,.050000001,72,1,-1.0052893,-.91385627,-.36976811,-2.2889137
Sophia Flörsch,29,2024,0,0,0,0,20,0,7,0,0,Van Amersfoort Racing,7,Germany,-29,0,0,0,.34999999,0,-7,0,136,1,-1.1037867,-1.0876089,-.36976811,-2.5611637
Cian Shields,30,2024,0,0,0,0,20,0,3,1,0,Hitech Pulse-Eight,5,United Kingdom,-30,0,0,0,.15000001,0,-5,0,29,1,-1.2022841,-1.0876089,-.36976811,-2.6596611
Tuukka Taponen,31,2024,0,0,0,0,2,0,1,0,0,ART Grand Prix,3,Finland,-31,0,0,0,.5,0,-3,0,145,1,-1.3007815,-1.0876089,-.36976811,-2.7581584
Noah Strømsted,32,2024,0,0,0,0,2,0,1,0,0,Campos Racing,4,Denmark,-32,0,0,0,.5,0,-4,0,108,1,-1.3992789,-1.0876089,-.36976811,-2.8566558
James Wharton,33,2024,0,0,0,0,2,0,0,0,0,Hitech Pulse-Eight,5,Australia,-33,0,0,0,0,0,-5,0,65,1,-1.4977764,-1.0876089,-.36976811,-2.9551535
James Hedley,34,2024,0,0,0,0,2,0,0,0,0,Jenzer Motorsport,10,United Kingdom,-34,0,0,0,0,0,-10,0,64,1,-1.5962738,-1.0876089,-.36976811,-3.0536509
Gabriel Bortoleto,1,2023,164,1,4,12,18,1,1,1,0,Trident,2,Brazil,-1,.055555556,.22222222,9.1111107,.055555556,.055555556,-2,.66666669,50,1,1.6541409,1.2290944,.96664941,3.8498847
Zak O'Sullivan,2,2023,119,2,3,7,18,1,0,1,0,Prema Racing,1,United Kingdom,-2,.055555556,.16666667,6.6111112,0,.11111111,-1,.3888889,151,1,1.5556436,.26380131,.96664941,2.7860942
Paul Aron,3,2023,112,0,3,13,18,0,1,1,0,Prema Racing,1,Estonia,-3,0,.16666667,6.2222223,.055555556,0,-1,.72222221,116,1,1.4571462,1.4221529,-.36976811,2.509531
Franco Colapinto,4,2023,110,2,5,14,17,0,3,1,0,MP Motorsport,3,Argentina,-4,0,.29411766,6.4705882,.17647059,.11764706,-3,.82352942,47,1,1.3586488,1.774201,-.36976811,2.7630818
Pepe Martí,5,2023,105,1,1,9,18,2,3,1,0,Campos Racing,4,Spain,-5,.11111111,.055555556,5.8333335,.16666667,.055555556,-4,.5,118,1,1.2601513,.6499185,2.303067,4.2131367
Dino Beganovic,6,2023,96,0,4,9,18,0,1,0,0,Prema Racing,1,Sweden,-6,0,.22222222,5.3333335,.055555556,0,-1,.5,36,1,1.1616539,.6499185,-.36976811,1.4418043
Gabriele Minì,7,2023,92,1,3,8,17,2,2,0,0,Hitech Pulse-Eight,5,Italy,-7,.11764706,.17647059,5.4117646,.11764706,.05882353,-5,.47058824,51,1,1.0631565,.54771101,2.4602926,4.0711603
Oliver Goethe,8,2023,75,1,2,5,18,1,4,0,0,Trident,2,Germany,-8,.055555556,.11111111,4.1666665,.22222222,.055555556,-2,.27777779,111,1,.96465909,-.12231589,.96664941,1.8089926
Caio Collet,9,2023,73,0,3,7,18,0,1,0,0,Van Amersfoort Racing,7,Brazil,-9,0,.16666667,4.0555553,.055555556,0,-7,.3888889,20,1,.86616164,.26380131,-.36976811,.76019484
Taylor Barnard,10,2023,72,1,3,9,18,0,0,1,0,Jenzer Motorsport,6,United Kingdom,-10,0,.16666667,4,0,.055555556,-6,.5,138,1,.76766425,.6499185,-.36976811,1.0478146
Leonardo Fornaroli,11,2023,69,0,3,10,17,1,0,0,0,Trident,2,Italy,-11,.05882353,.17647059,4.0588236,0,0,-2,.58823532,81,1,.6691668,.95654112,1.0452622,2.6709702
Christian Mansell,12,2023,60,0,2,9,18,0,1,0,0,Campos Racing,4,Australia,-12,0,.11111111,3.3333333,.055555556,0,-4,.5,28,1,.57066941,.6499185,-.36976811,.85081983
Jonny Edgar,13,2023,55,1,1,7,16,0,3,0,0,MP Motorsport,3,United Kingdom,-13,0,.0625,3.4375,.1875,.0625,-3,.4375,70,1,.47217199,.43272758,-.36976811,.53513145
Grégoire Saucy,14,2023,54,0,1,8,18,1,1,0,0,ART Grand Prix,8,Switzerland,-14,.055555556,.055555556,3,.055555556,0,-8,.44444445,54,1,.37367457,.45685992,.96664941,1.7971839
Luke Browning,15,2023,41,0,1,6,17,2,4,0,0,Hitech Pulse-Eight,5,United Kingdom,-15,.11764706,.05882353,2.4117646,.23529412,0,-5,.35294119,89,1,.27517715,.13888104,2.4602926,2.8743508
Sebastián Montoya,16,2023,37,0,1,8,17,0,5,0,0,Hitech Pulse-Eight,5,Colombia,-16,0,.05882353,2.1764705,.29411766,0,-5,.47058824,134,1,.17667975,.54771101,-.36976811,.35462266
Mari Boya,17,2023,29,0,1,5,17,0,4,0,0,MP Motorsport,3,Spain,-17,0,.05882353,1.7058823,.23529412,0,-3,.29411766,92,1,.078182325,-.065533951,-.36976811,-.35711974
Nikita Bedrin,18,2023,24,0,2,3,18,0,2,0,0,Jenzer Motorsport,6,Italy,-18,0,.11111111,1.3333334,.11111111,0,-6,.16666667,104,1,-.020315092,-.50843316,-.36976811,-.89851636
Hugh Barter,19,2023,14,0,0,3,16,0,0,0,0,Campos Racing,4,Australia,-19,0,0,.875,0,0,-4,.1875,55,1,-.11881251,-.43603617,-.36976811,-.92461681
Alex García,20,2023,12,0,0,1,18,0,4,0,0,Jenzer Motorsport,6,Mexico,-20,0,0,.66666669,.22222222,0,-6,.055555556,5,1,-.21730992,-.89455038,-.36976811,-1.4816284
Kaylen Frederick,21,2023,11,0,0,3,18,0,3,0,0,ART Grand Prix,8,United States,-21,0,0,.6111111,.16666667,0,-8,.16666667,77,1,-.31580734,-.50843316,-.36976811,-1.1940086
Nikola Tsolov,22,2023,6,0,0,2,18,0,1,0,0,ART Grand Prix,8,Bulgaria,-22,0,0,.33333334,.055555556,0,-8,.11111111,107,1,-.41430476,-.70149177,-.36976811,-1.4855647
Sophia Flörsch,23,2023,6,0,0,1,17,0,1,0,0,PHM Racing by Charouz,9,Germany,-23,0,0,.35294119,.05882353,0,-9,.05882353,136,1,-.51280218,-.88319397,-.36976811,-1.7657642
Ido Cohen,24,2023,2,0,0,1,18,0,9,0,0,Rodin Carlin,10,Israel,-24,0,0,.11111111,.5,0,-10,.055555556,57,1,-.61129957,-.89455038,-.36976811,-1.8756181
Rafael Villagómez,25,2023,2,0,0,2,18,0,2,1,0,Van Amersfoort Racing,7,Mexico,-25,0,0,.11111111,.11111111,0,-7,.11111111,122,1,-.70979702,-.70149177,-.36976811,-1.7810569
Francesco Simonazzi,26,2023,0,0,0,0,4,0,0,0,0,Rodin Carlin,10,Italy,-26,0,0,0,0,0,-10,0,46,1,-.80829442,-1.0876089,-.36976811,-2.2656715
Tommy Smith,27,2023,0,0,0,0,18,0,3,0,0,Van Amersfoort Racing,7,Australia,-27,0,0,0,.16666667,0,-7,0,144,1,-.90679187,-1.0876089,-.36976811,-2.3641689
Oliver Gray,28,2023,0,0,0,0,18,0,3,0,0,Rodin Carlin,10,United Kingdom,-28,0,0,0,.16666667,0,-10,0,112,1,-1.0052893,-1.0876089,-.36976811,-2.4626663
Joshua Dufek,29,2023,0,0,0,0,2,0,0,0,0,Campos Racing,4,Switzerland,-29,0,0,0,0,0,-4,0,72,1,-1.1037867,-1.0876089,-.36976811,-2.5611637
Hunter Yeany,30,2023,0,0,0,0,10,0,1,0,0,Rodin Carlin,10,United States,-30,0,0,0,.1,0,-10,0,56,1,-1.2022841,-1.0876089,-.36976811,-2.6596611
Roberto Faria,31,2023,0,0,0,0,17,0,5,0,0,PHM Racing by Charouz,9,Brazil,-31,0,0,0,.29411766,0,-9,0,128,1,-1.3007815,-1.0876089,-.36976811,-2.7581584
Michael Shin,32,2023,0,0,0,0,6,0,1,0,0,PHM Racing by Charouz,9,South Korea,-32,0,0,0,.16666667,0,-9,0,100,1,-1.3992789,-1.0876089,-.36976811,-2.8566558
McKenzy Cresswell,33,2023,0,0,0,0,4,0,0,0,0,PHM Racing by Charouz,9,United Kingdom,-33,0,0,0,0,0,-9,0,98,1,-1.4977764,-1.0876089,-.36976811,-2.9551535
Piotr Wi?nicki,34,2023,0,0,0,0,8,0,1,0,0,PHM Racing by Charouz,9,Poland,-34,0,0,0,.125,0,-9,0,120,1,-1.5962738,-1.0876089,-.36976811,-3.0536509
Max Esterson,35,2023,0,0,0,0,4,0,1,0,0,Rodin Carlin,10,United States,-35,0,0,0,.25,0,-10,0,96,1,-1.6947712,-1.0876089,-.36976811,-3.1521482
Victor Martins,1,2022,139,2,6,14,18,0,3,1,0,ART Grand Prix,3,France,-1,0,.33333334,7.7222223,.16666667,.11111111,-3,.77777779,147,1,1.6541409,1.6152116,-.36976811,2.8995845
Zane Maloney,2,2022,134,3,4,10,18,2,4,1,0,Trident,2,Barbados,-2,.11111111,.22222222,7.4444447,.22222222,.16666667,-2,.55555558,152,1,1.5556436,.84297723,2.303067,4.7016878
Oliver Bearman,3,2022,132,1,8,12,18,0,0,1,0,Prema Racing,1,United Kingdom,-3,0,.44444445,7.3333335,0,.055555556,-1,.66666669,110,1,1.4571462,1.2290944,-.36976811,2.3164725
Isack Hadjar,4,2022,123,3,5,14,18,1,0,1,0,Hitech Grand Prix,5,France,-4,.055555556,.27777779,6.8333335,0,.16666667,-5,.77777779,59,1,1.3586488,1.6152116,.96664941,3.9405098
Roman Stan?k,5,2022,117,1,4,12,18,1,1,1,0,Trident,2,Czech Republic,-5,.055555556,.22222222,6.5,.055555556,.055555556,-2,.66666669,130,1,1.2601513,1.2290944,.96664941,3.4558949
Arthur Leclerc,6,2022,114,1,2,12,18,0,0,1,0,Prema Racing,1,Monaco,-6,0,.11111111,6.3333335,0,.055555556,-1,.66666669,11,1,1.1616539,1.2290944,-.36976811,2.0209801
Jak Crawford,7,2022,109,1,5,13,18,0,0,1,0,Prema Racing,1,United States,-7,0,.27777779,6.0555553,0,.055555556,-1,.72222221,62,1,1.0631565,1.4221529,-.36976811,2.1155412
Caio Collet,8,2022,88,2,5,12,18,1,2,0,0,MP Motorsport,4,Brazil,-8,.055555556,.27777779,4.8888888,.11111111,.11111111,-4,.66666669,20,1,.96465909,1.2290944,.96664941,3.1604028
Franco Colapinto,9,2022,76,2,5,8,18,1,2,0,0,Van Amersfoort Racing,6,Argentina,-9,.055555556,.27777779,4.2222223,.11111111,.11111111,-6,.44444445,47,1,.86616164,.45685992,.96664941,2.2896709
Alexander Smolyar,10,2022,76,1,3,10,16,2,1,0,0,MP Motorsport,4,Russia,-10,.125,.1875,4.75,.0625,.0625,-4,.625,7,1,.76766425,1.0843004,2.6371713,4.4891357
Zak O'Sullivan,11,2022,54,0,2,5,18,1,3,0,0,Carlin,7,United Kingdom,-11,.055555556,.11111111,3,.16666667,0,-7,.27777779,151,1,.6691668,-.12231589,.96664941,1.5135003
Jonny Edgar,12,2022,46,0,0,8,14,0,0,0,0,Trident,2,United Kingdom,-12,0,0,3.2857144,0,0,-2,.5714286,70,1,.57066941,.89813679,-.36976811,1.0990381
Juan Manuel Correa,13,2022,39,0,1,7,16,0,2,0,0,ART Grand Prix,3,United States,-13,0,.0625,2.4375,.125,0,-3,.4375,74,1,.47217199,.43272758,-.36976811,.53513145
Kush Maini,14,2022,31,0,1,4,18,0,2,1,0,MP Motorsport,4,India,-14,0,.055555556,1.7222222,.11111111,0,-4,.22222222,79,1,.37367457,-.31537455,-.36976811,-.31146809
Grégoire Saucy,15,2022,30,0,1,4,18,0,6,0,0,ART Grand Prix,3,Switzerland,-15,0,.055555556,1.6666666,.33333334,0,-3,.22222222,54,1,.27517715,-.31537455,-.36976811,-.40996552
David Vidales,16,2022,29,1,1,7,17,0,4,0,0,Campos Racing,8,Spain,-16,0,.05882353,1.7058823,.23529412,.05882353,-8,.41176471,33,1,.17667975,.34329602,-.36976811,.15020765
Kaylen Frederick,17,2022,27,0,0,7,18,0,2,0,0,Hitech Grand Prix,5,United States,-17,0,0,1.5,.11111111,0,-5,.3888889,77,1,.078182325,.26380131,-.36976811,-.027784482
William Alatalo,18,2022,24,0,0,6,18,0,2,0,0,Jenzer Motorsport,9,Finland,-18,0,0,1.3333334,.11111111,0,-9,.33333334,148,1,-.020315092,.070742711,-.36976811,-.3193405
Oliver Goethe,19,2022,15,0,0,2,4,0,1,0,0,Campos Racing,8,Monaco,-19,0,0,3.75,.25,0,-8,.5,111,1,-.11881251,.6499185,-.36976811,.16133788
Reece Ushijima,20,2022,13,0,1,5,18,0,1,0,0,Van Amersfoort Racing,6,United Kingdom,-20,0,.055555556,.72222221,.055555556,0,-6,.27777779,124,1,-.21730992,-.12231589,-.36976811,-.70939392
Sebastián Montoya,21,2022,7,0,0,2,2,0,0,0,0,Campos Racing,8,Colombia,-21,0,0,3.5,0,0,-8,1,134,1,-.31580734,2.3874459,-.36976811,1.7018704
Oliver Rasmussen,22,2022,4,0,0,1,4,0,1,0,0,Trident,2,Denmark,-22,0,0,1,.25,0,-2,.25,113,1,-.41430476,-.21884523,-.36976811,-1.0029181
Brad Benavides,23,2022,3,0,0,1,17,0,4,1,0,Carlin,7,United States,-23,0,0,.17647059,.23529412,0,-7,.05882353,17,1,-.51280218,-.88319397,-.36976811,-1.7657642
Ido Cohen,24,2022,2,0,0,1,18,0,3,0,0,Jenzer Motorsport,9,Israel,-24,0,0,.11111111,.16666667,0,-9,.055555556,57,1,-.61129957,-.89455038,-.36976811,-1.8756181
Rafael Villagómez,25,2022,2,0,0,1,18,0,5,0,0,Van Amersfoort Racing,6,Mexico,-25,0,0,.11111111,.27777779,0,-6,.055555556,122,1,-.70979702,-.89455038,-.36976811,-1.9741155
Pepe Martí,26,2022,2,0,0,1,18,0,4,0,0,Campos Racing,8,Spain,-26,0,0,.11111111,.22222222,0,-8,.055555556,118,1,-.80829442,-.89455038,-.36976811,-2.072613
Francesco Pizzi,27,2022,1,0,0,1,18,0,2,0,0,Charouz Racing System,10,Italy,-27,0,0,.055555556,.11111111,0,-10,.055555556,45,1,-.90679187,-.89455038,-.36976811,-2.1711104
